ROW_NUMBER,MISSION_NUMBER,OP_ORDER,UNIT,AIRCRAFT_TYPE_MDS,NBR_ATTACK_EFFEC_AIRCRAFT,SORTIE_DUPE,NBR_ABORT_AIRCRAFT,NBR_LOST_AIRCRAFT,TARGET_NAME,TGT_TYPE,SOURCE_UTM_JAPAN_B,SOURCE_TGT_UTM,TGT_MGRS,TGT_LATITUDE_WGS84,TGT_LONGITUDE_WGS84,SOURCE_TGT_LAT,SOURCE_TGT_LONG,NBR_OF_WEAPONS,WEAPONS_TYPE,BOMB_SIGHTING_METHOD,TOTAL_BOMBLOAD_IN_LBS,TOT,MISSION_TYPE,ALTITUDE_FT,CALLSIGN,BDA,NOSE_FUZE,TAIL_FUZE,CALCULATED_BOMBLOAD_LBS,RECORD_SOURCE,DAY,MONTH,YEAR,MISSION_DATE,City/Town,geometry,In_Land
5795,678,28-52,19th Bomb Group,B-29,9.0,1.0,,,Sinanju,West railroad by-pass road.,,YD 2488,51SYD2488,39.61247,125.60933,,,36,M-46,Shoran radar,,,Interdiction,20800 - 22500,,Post-strike recon disclosed seven drops (including bombs released by 307th bomb wing b-29s on 27 Jan 1952) formed a large pattern in the target area. Other patterns apparently fell into the river and could not be plotted. At least 3 patterns apparently fell east of the target area. The west railroad bridge had a 210 ft gap near the center and one direct hit on the northern approach. The east bridge appeared to be serviceable although slight damage was incurred by near misses.,0.01,0.01,9000.0,EXETER,28,1,1952,1952-01-28,Anju-si,POINT (125.60933 39.61247),True
5796,678,28-52,91st Strategic Recon Sq,,1.0,,,,Mission 1-28-1 accomplished Reconnaissance of Route Yoke Three. A K-22 aerial camera with a 24 inch cone was used.,,,,,38.83759057971015,126.65430391304348,,,,,,,,Recon,2000 - 13500,,Good results.,,,,EXETER,28,1,1952,1952-01-28,Goeup-ri,POINT (126.65430391304348 38.83759057971015),True
5797,678,28-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-28-1A accomplished radar scope runs on FRJ-382 on heading of 325, 140, and 195. A O-15 radar scope was used.""",,,,,38.83759057971015,126.65430391304348,,,,,,,,Recon,25000,,Fair results,,,,EXETER,28,1,1952,1952-01-28,Goeup-ri,POINT (126.65430391304348 38.83759057971015),True
5798,678,28-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-28-2 accomplished FRJ-59, 54, 195, 196, 293, 295, and 299. A K-17 aerial camera with a 6 inch cone was used.""",,,,,38.83759057971015,126.65430391304348,,,,,,,,Recon,7500,,Good results.,,,,EXETER,28,1,1952,1952-01-28,Goeup-ri,POINT (126.65430391304348 38.83759057971015),True
5799,678,28-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-28-3 accomplished FRJ-304, 305, 292, 294, 295, 289, 290, 291, and 288, A K-17 aerial camera with a 6 inch cone was used.""",,,,,38.83759057971015,126.65430391304348,,,,,,,,Recon,7500,,Fair results,,,,EXETER,28,1,1952,1952-01-28,Goeup-ri,POINT (126.65430391304348 38.83759057971015),True
5800,679,29-52,98th Bomb Wing,B-29,1.0,,,,,Unknown target,,CT 044217,52SCH4217,38.08699,127.19834,,,10,500 GP,Radar,,300032I,Close support,17500 - 18500,,,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,Pocheon-si,POINT (127.19834 38.08699),True
5801,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT 17164253,52SCH4253,38.41128,127.19032,,,10,500 GP,Radar,,30057I,Close support,17500 - 18500,,,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,Bongrae-ri,POINT (127.19032 38.41128),True
5802,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT 12944668,52SCH4668,38.5471,127.23281,,,10,500 GP,Radar,,300116I,Close support,17500 - 18500,,,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,Songpo-ri,POINT (127.23281 38.5471),True
5803,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT 19004327,52SCH4327,38.17725,127.20754,,,10,500 GP,Radar,,300132I,Close support,17500 - 18500,,,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,Oji-ri,POINT (127.20754 38.17725),True
5804,679,29-52,98th Bomb Wing,B-29,1.0,,,,,Unknown target,,CT block,,38.88171454545455,126.59059018181816,,,10,500 GP,Radar,,300250I,Close support,17500 - 18500,,3 secondary explosions.,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5805,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.88171454545455,126.59059018181816,,,10,500 GP,Radar,,300306I,Close support,17500 - 18500,,,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5806,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.88171454545455,126.59059018181816,,,10,500 GP,Radar,,300322I,Close support,17500 - 18500,,3 secondary explosions.,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5807,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.88171454545455,126.59059018181816,,,10,500 GP,Radar,,30337I,Close support,17500 - 18500,,2 secondary explosions.,VT,0.01,5000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5808,679,29-52,98th Bomb Wing,B-29,1.0,,,,,Unknown target,,CT 5050,52SCH5050,38.38564,127.28255,,,20,500 GP,Radar,,291920I,Close support,17500 - 18500,,3 secondary explosions were observed.,VT,0.01,10000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (127.28255 38.38564),True
5809,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT 5152,52SCH5152,38.40382,127.29357,,,20,500 GP,Radar,,291923I,Close support,17500 - 18500,,3 secondary explosions were observed.,VT,0.01,10000.0,EXETER,29,1,1952,1952-01-29,Pyonggang-up,POINT (127.29357 38.40382),True
5810,679,29-52,98th Bomb Wing,B-29,1.0,,,,Hungnam,Chemical plant,,CV 8109,52SCK8109,39.82267,127.60951,,,39,500 GP,Radar,,300014I,Interdiction,16090,,Crew reported observeing large blue flashes and fires visible for 40 miles immediately after the attack. ,0.01,Non-delay,19500.0,EXETER,29,1,1952,1952-01-29,Hamhung-si,POINT (127.60951 39.82267),True
5811,679,29-52,98th Bomb Wing,B-29,1.0,,1.0,,,Jettisoned,,,,38.88171454545455,126.59059018181816,3521N,1405330E,39,500 GP,,,,,,,Aircraft air-aborted due to a blown number 15 cylinder in number 4 engine and consequent power failure.,,,19500.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5812,679,29-52,98th Bomb Wing,B-29,8.0,,,,Sunchon,North railroad by-pass bridge,,YD 5569,51SYD5569,39.43283,125.96273,,,317,500 GP,Shoran radar,,,Interdiction,21500 - 23900,,Post-strike recon revealed 6 bomb patterns fell aroudn the target and one pattern fell near the south bridge. The eighth pattern fell approximately 3000 ft west northwest of the target. The taret bridge received one cut approximately 35 ft long and another approximately 40 ft long. A track in the western approach was cut and one box car derailed on the eastern approach. The bridge was classified as unserviceable. ,0.01,Non-delay,158500.0,EXETER,29,1,1952,1952-01-29,Sunchon-si,POINT (125.96273 39.43283),True
5813,679,29-52,98th Bomb Wing,B-29,1.0,,,,,,,,,38.88171454545455,126.59059018181816,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,20000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5814,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,Hungnam,Chemical plant,,CV 8109,52SCK8109,39.82267,127.60951,,,3,M-46,Radar,,300014I,Interdiction,16090,,Crew reported observeing large blue flashes and fires visible for 40 miles immediately after the attack. ,,,750.0,EXETER,29,1,1952,1952-01-29,Hamhung-si,POINT (127.60951 39.82267),True
5815,679,29-52,98th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,,,38.88171454545455,126.59059018181816,3521N,1405330E,3,M-46,,,,,,,Aircraft air-aborted due to a blown number 15 cylinder in number 4 engine and consequent power failure.,,,750.0,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5816,679,29-52,98th Bomb Wing,B-29,8.0,1.0,,,Sunchon,North railroad by-pass bridge,,YD 5569,51SYD5569,39.43283,125.96273,,,9,M-46,Shoran radar,,,Interdiction,21500 - 23900,,Post-strike recon revealed 6 bomb patterns fell aroudn the target and one pattern fell near the south bridge. The eighth pattern fell approximately 3000 ft west northwest of the target. The taret bridge received one cut approximately 35 ft long and another approximately 40 ft long. A track in the western approach was cut and one box car derailed on the eastern approach. The bridge was classified as unserviceable. ,,,2250.0,EXETER,29,1,1952,1952-01-29,Sunchon-si,POINT (125.96273 39.43283),True
5817,679,29-52,98th Bomb Wing,B-29,0.0,,,1,,,,,,38.88171454545455,126.59059018181816,3534N,13939E,,,,,,,,,Aircraft crashed. Cause of the crash was not known. Crew was reported as missing in action.,,,,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5818,679,29-52,91st Strategic Recon Sq,,1.0,,,,Mission 1-29-1 accomplished reconnaissance of Route Yoke Three.,,,,,38.88171454545455,126.59059018181816,,,,,,,,Recon,6000 - 12000,,Fair results,,,,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5819,679,29-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-29-2 accomplished FJ-307, 231, and 234. A K-17 aerial camera with 6 inch and 12 inch cones were used.""",,,,,38.88171454545455,126.59059018181816,,,,,,,,Recon,5000 - 15000,,Fair results,,,,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5820,679,29-52,91st Strategic Recon Sq,,1.0,,,,Mission 1-29-4 accomplished verticals and obliques of FRJ-500 and obliques only on FRJ-488 and 502. A T-11 camera with 6 inch and 12 inch cones were used.,,,,,38.88171454545455,126.59059018181816,,,,,,,,Recon,1500 - 2000,,Fair results,,,,EXETER,29,1,1952,1952-01-29,North Korea,POINT (126.59059018181816 38.88171454545455),True
5821,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,YC 0970,51SYC0970,38.55389,125.39848,,,9,500 GP,,,,,,,Bomb release malfunction.,,,4500.0,EXETER,30,1,1952,1952-01-30,Unchon-up,POINT (125.39848 38.55389),True
5822,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,DT block,,38.74430488372093,126.71344372093024,,,9,500 GP,Radar,,302046I,Close support,17540,,,0.01,0.01,4500.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5823,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.74430488372093,126.71344372093024,,,9,500 GP,Radar,,310418I,Close support,17500,,,0.01,0.01,4500.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5824,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Unknown target,,DT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,302034I,Close support,17540,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5825,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,DT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,,Close support,17540,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5826,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,DT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,,Close support,17540,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5827,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Unknown target,,CT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,310353I,Close support,17500,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5828,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,310359I,Close support,17500,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5829,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Unknown target,,CT block,,38.74430488372093,126.71344372093024,,,10,500 GP,Radar,,310412I,Close support,17500,,,0.01,0.01,5000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5830,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Front line target,,BT block,,38.74430488372093,126.71344372093024,,,14,500 GP,Radar,,302438I,Interdiction,21800,,,0.01,Non-delay,7000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5831,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Jettisoned,,YC 1395,51SYC1395,38.77803,125.45201,,,18,500 GP,,,,,,,Bomb rack malfunction.,,,9000.0,EXETER,30,1,1952,1952-01-30,Nampo,POINT (125.45201 38.77803),True
5832,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Front line target,,BT block,,38.74430488372093,126.71344372093024,,,24,500 GP,Radar,,302430I,Interdiction,21800,,,0.01,Non-delay,12000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5833,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Unknown target,,YD 550725,51SYD0725,39.04957,125.39205,,,37,500 GP,Visual,,310013I,Interdiction,24200,,,0.01,Non-delay,18500.0,EXETER,30,1,1952,1952-01-30,Rim Seong-ri,POINT (125.39205 39.04957),True
5834,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Last resort target,,CT 8961,52SCH8961,38.49044,127.72723,,,37,500 GP,Radar,,310101I,Interdiction,23100,,,0.01,Non-delay,18500.0,EXETER,30,1,1952,1952-01-30,Hakbang Labor Union,POINT (127.72723 38.49044),True
5835,680,30-52,307th Bomb Wing,B-29,1.0,,,1,,Jettisoned,,,,38.74430488372093,126.71344372093024,,,38,500 GP,,,,,,,"""Air-aborted due to a fire in number 1 engine 15 minutes after take-off. The aircraft returned to Kadena and crashed and burned on landing. 12 crew members were hospitalized, and the radio operator was killed. The aircraft was a total loss.""",,,19000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5836,680,30-52,307th Bomb Wing,B-29,1.0,,,1,,,,,,38.74430488372093,126.71344372093024,2800N,12745E,39,500 GP,,,302154I,,,,Aircraft and it's crew of 12 men became missing in action. Aircraft last heard from at approximately 2800N-12745E at 302154I.,,,19500.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5837,680,30-52,307th Bomb Wing,B-29,2.0,,,,Sunchon,South railroad by-pass bridge,,YD 5569,51SYD5569,39.43283,125.96273,,,76,500 GP,Shoran radar,,302286I,Interdiction,19780 - 23300,,,0.01,Non-delay,38000.0,EXETER,30,1,1952,1952-01-30,Sunchon-si,POINT (125.96273 39.43283),True
5838,680,30-52,307th Bomb Wing,B-29,4.0,,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496,125.40419,,,123,500 GP,Radar,,,Interdiction,20000 - 24050,,Post-strike recon revealed scattered impacts. One bomb pattern fell at the edge of water. No new damage was done to the marshalling yard or it's facilities.,0.01,Non-delay,61500.0,EXETER,30,1,1952,1952-01-30,Nampo,POINT (125.40419 38.72496),True
5839,680,30-52,98th Bomb Wing,B-29,1.0,,,,,,,,,38.74430488372093,126.71344372093024,,,32,M16-A1 Leaflet Bomb,Radar,,,Psycological Warfare,19000,,Fuzed to discharge leaflets 1000 ft above the terrain.,,,16000.0,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5840,680,30-52,307th Bomb Wing,B-29,1.0,,,,,Unknown target,,YD 550725,51SYD0725,39.04957,125.39205,,,6,M-46,Visual,,310013I,Interdiction,24200,,,,,1500.0,EXETER,30,1,1952,1952-01-30,Rim Seong-ri,POINT (125.39205 39.04957),True
5841,680,30-52,307th Bomb Wing,B-29,1.0,1.0,,,,Last resort target,,CT 8961,52SCH8961,38.49044,127.72723,,,6,M-46,Radar,,310101I,Interdiction,23100,,,,,1500.0,EXETER,30,1,1952,1952-01-30,Hakbang Labor Union,POINT (127.72723 38.49044),True
5842,680,30-52,307th Bomb Wing,B-29,4.0,1.0,,,Chinnampo,Marshalling yard,,YC 0989,51SYC0989,38.72496,125.40419,,,12,M-46,Radar,,,Interdiction,20000 - 24050,,,,,3000.0,EXETER,30,1,1952,1952-01-30,Nampo,POINT (125.40419 38.72496),True
5843,680,30-52,91st Strategic Recon Sq,,1.0,,,,Mission 1-30-1 accomplished reconnaissance of Route Yoke Three. A K-22 aerial camera with a 24 inch cone was used.,,,,,38.74430488372093,126.71344372093024,,,,,,,,Recon,1550 - 13000,,Fair results.,,,,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5844,680,30-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-30-2 accomplished FRJ-43, 74, 85, 175, 176, 306, 307, 308, 309, and 310. K-18 with a 24 inch cone and a K-17 aerial camera with a 6 inch cone were used.""",,,,,38.74430488372093,126.71344372093024,,,,,,,,Recon,10700 - 17500,,Fair results.,,,,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5845,680,30-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-30-3 accomplished FRJ-266, 384, 387, 386, 385, 383, and 265 plus a drop zone. A K-17 aerial camera with a 6 inch cone and 12 inch cone was used.""",,,,,38.74430488372093,126.71344372093024,,,,,,,,Recon,5000 - 10000,,Fair results.,,,,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5846,680,30-52,91st Strategic Recon Sq,,1.0,,,,"""Mission 1-30-1A accomplished FR-771 from 3812N-12820E plus 3828N-12430E. A K-22 aerial camera with a 12 inch cone, K-17 camera with a 6 inch cone, and K-38 with a 36 inch cone were used.""",,,,,38.74430488372093,126.71344372093024,,,,,,,,Recon,30000,,Fair results.,,,,EXETER,30,1,1952,1952-01-30,Deokheung-ri,POINT (126.71344372093024 38.74430488372093),True
5847,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Jettisoned,,,,38.78621135135136,126.5710345945946,2652N,12743E,2,500 GP,,,,,,,Frozen bomb releases over the secondary target.,,,1000.0,EXETER,31,1,1952,1952-01-31,Seochon-ri,POINT (126.5710345945946 38.78621135135136),True
5848,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,"""Vehicles, personnel, and supplies""",,CT 5155,52SCH5155,38.43085,127.29293,,,9,500 GP,Radar,,010355I,Close support,17500,,,0.01,Non-delay,4500.0,EXETER,31,1,1952,1952-01-31,Pyonggang-up,POINT (127.29293 38.43085),True
5849,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Troops and supplies,,CT 2560,52SCH2560,38.47116,126.99396,,,9,500 GP,Radar,,,Close support,18500,,,0.01,Non-delay,4500.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.99396 38.47116),True
5850,681,31-52,19th Bomb Group,B-29,1.0,,,,,Supplies,,CT 2250,52SCH2250,38.3805,126.96213,,,10,500 GP,Radar,,311941I,Close support,17400,,,0.01,Non-delay,5000.0,EXETER,31,1,1952,1952-01-31,Chongdong-ri,POINT (126.96213 38.3805),True
5851,681,31-52,19th Bomb Group,B-29,1.0,,,,,"""Vehicles, personnel, and supplies""",,CT 5336,52SCH5336,38.26002,127.3198,,,10,500 GP,Radar,,010312I,Close support,17500,,,0.01,Non-delay,5000.0,EXETER,31,1,1952,1952-01-31,Toseong-ri,POINT (127.3198 38.26002),True
5852,681,31-52,19th Bomb Group,B-29,1.0,,,,,Troops and supplies,,CT 2462,52SCH2462,38.48898,126.982,,,10,500 GP,Radar,,312253I,Close support,18500,,,0.01,Non-delay,5000.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.982 38.48898),True
5853,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Troops and supplies,,CT 2562,52SCH2562,38.48918,126.99346,,,10,500 GP,Radar,,312332I,Close support,18500,,,0.01,Non-delay,5000.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.99346 38.48918),True
5854,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Supplies,,CT 2562,52SCH2562,38.48918,126.99346,,,11,500 GP,Radar,,,Close support,17400,,,0.01,Non-delay,5500.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.99346 38.48918),True
5855,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Troops and supplies,,CT 2561,52SCH2561,38.48017,126.99371,,,11,500 GP,Radar,,,Close support,18500,,,0.01,Non-delay,5500.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.99371 38.48017),True
5856,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,Kyomipo,Marshalling yard,,YC 2890,51SYC2890,38.72927,125.62288,,,16,500 GP,Radar,,010423I,Interdiction,25560,,"""1 aircraft only dropped 20 bombs due to a frozen rear bomb bay door and proceeded to a secondary target, Kyomipo marshalling yard.""",0.01,Non-delay,8000.0,EXETER,31,1,1952,1952-01-31,Songnim-si,POINT (125.62288 38.72927),True
5857,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,Supplies,,CT 2461,52SCH2461,38.47997,126.98226,,,19,500 GP,Radar,,312024I,Close support,17400,,,0.01,Non-delay,9500.0,EXETER,31,1,1952,1952-01-31,Construction site,POINT (126.98226 38.47997),True
5858,681,31-52,19th Bomb Group,B-29,1.0,1.0,,,,"""Vehicles, personnel, and supplies""",,CT 3558,52SCH3558,38.45506,127.10901,,,19,500 GP,Radar,,,Close support,17500,,Fires started. ,0.01,Non-delay,9500.0,EXETER,31,1,1952,1952-01-31,Okdong-ri,POINT (127.10901 38.45506),True
5859,681,31-52,19th Bomb Group,B-29,1.0,,,,,Jettisoned,,,,38.78621135135136,126.5710345945946,3940N,12650E,38,500 GP,,,,,,,"""Aircraft was non-effective after making 2 dry runs on the primary shoran target. Malfucntions were excessive smoking of number 1 engine and inoperative propeller governor, frozen rear bomb bay doors, and instruments not readable due to loss of vacuum. 2 crew members suffered from frost bite.""",,,19000.0,EXETER,31,1,1952,1952-01-31,Seochon-ri,POINT (126.5710345945946 38.78621135135136),True
5860,681,31-52,19th Bomb Group,B-29,1.0,,,,,Jettisoned,,,,38.78621135135136,126.5710345945946,3400N,13030E,38,500 GP,,,,,,,Aircraft was non-effective after making 2 runs on primary shoran target but failing to bomb because of stuck bomb bay doors and inability to pick up shoran pulses. Run made on secondary target ineffective for the same reason.,,,19000.0,EXETER,31,1,1952,1952-01-31,Seochon-ri,POINT (126.5710345945946 38.78621135135136),True
